"visitType","trapFunctioning","fishProcessed","rpmRevolutionsAtStart","rpmRevolutionsAtEnd","counterAtEnd","visitTime","siteName","subSiteName","trapVisitID","includeCatch","projectDescriptionID","discharge","waterVel","waterTemp","turbidity"
"Continue trapping","Trap functioning normally","Processed fish",NA,1.7,2452,2018-02-19 08:30:47,"Parrot-Phelan RST","PP RST",284,"Yes",11,NA,0.6,3,8.59
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-19 09:00:43,"Parrott-Phelan canal trap box","canal trap box",285,"Yes",11,NA,NA,3,8.59
"Unplanned restart","Trap stopped functioning","Processed fish",1.8,1.8,NA,2018-02-20 08:30:47,"Parrot-Phelan RST","PP RST",286,"Yes",11,NA,0.3,4,7.06
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-20 09:30:43,"Parrott-Phelan canal trap box","canal trap box",287,"Yes",11,NA,NA,4,7.06
"Continue trapping","Trap functioning normally","Processed fish",1.8,1.7,2228,2018-02-21 08:30:47,"Parrot-Phelan RST","PP RST",288,"Yes",11,NA,0.6,5,7.44
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-21 09:30:43,"Parrott-Phelan canal trap box","canal trap box",289,"Yes",11,NA,NA,5,7.44
"Continue trapping","Trap functioning normally","Processed fish",2.3,2.3,2112,2015-12-26 07:25:47,"Parrot-Phelan RST","PP RST",290,"Yes",11,NA,NA,3,NA
"Continue trapping","Trap functioning normally","Processed fish",1.9,1.9,2160,2015-12-27 07:34:47,"Parrot-Phelan RST","PP RST",291,"Yes",11,NA,NA,3,NA
"Continue trapping","Trap functioning normally","Processed fish",1.3,1.3,1465,2015-12-28 08:40:47,"Parrot-Phelan RST","PP RST",292,"Yes",11,NA,NA,4,NA
"Continue trapping","Trap functioning normally","Processed fish",1.3,1.3,1643,2015-12-29 09:00:47,"Parrot-Phelan RST","PP RST",293,"Yes",11,NA,NA,4,NA
"Continue trapping","Trap functioning normally","Processed fish",1.6,1.6,2010,2015-12-30 07:30:47,"Parrot-Phelan RST","PP RST",294,"Yes",11,NA,NA,4,NA
"Continue trapping","Trap functioning normally","Processed fish",1.6,1.6,2234,2015-12-31 10:30:47,"Parrot-Phelan RST","PP RST",295,"Yes",11,NA,NA,3,NA
"Continue trapping","Trap functioning normally","Processed fish",1.6,1.6,2041,2016-01-01 08:30:47,"Parrot-Phelan RST","PP RST",296,"Yes",11,NA,NA,3,NA
"Continue trapping","Trap functioning normally","Processed fish",1.6,1.6,2230,2016-01-02 08:30:47,"Parrot-Phelan RST","PP RST",297,"Yes",11,NA,NA,2,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,2342,2016-01-03 08:30:47,"Parrot-Phelan RST","PP RST",298,"Yes",11,NA,NA,3,NA
"Continue trapping","Trap functioning normally","Processed fish",1.6,1.6,2396,2016-01-04 09:30:47,"Parrot-Phelan RST","PP RST",299,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",1.4,1.4,1556,2018-02-22 09:15:47,"Parrot-Phelan RST","PP RST",300,"Yes",11,NA,0.8,2,13
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-22 09:45:43,"Parrott-Phelan canal trap box","canal trap box",301,"Yes",11,NA,NA,2,13
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-23 09:00:43,"Parrott-Phelan canal trap box","canal trap box",302,"Yes",11,NA,NA,4,8.22
"Continue trapping","Trap functioning normally","Processed fish",1.7,1.7,2273,2018-02-23 08:30:47,"Parrot-Phelan RST","PP RST",303,"Yes",11,NA,0.3,4,8.22
"Continue trapping","Trap functioning normally","Processed fish",1.7,1.8,2277,2018-02-24 08:30:47,"Parrot-Phelan RST","PP RST",304,"Yes",11,NA,0.8,4,7.37
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-24 09:00:43,"Parrott-Phelan canal trap box","canal trap box",305,"Yes",11,NA,NA,4,7.37
"Continue trapping","Trap functioning normally","Processed fish",1.8,1.6,2076,2018-02-25 07:15:47,"Parrot-Phelan RST","PP RST",306,"Yes",11,NA,0.4,2,5.92
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-25 07:45:43,"Parrott-Phelan canal trap box","canal trap box",307,"Yes",11,NA,NA,2,5.92
"Continue trapping","Trap functioning normally","Processed fish",NA,1.8,2290,2018-02-26 08:15:47,"Parrot-Phelan RST","PP RST",308,"Yes",11,NA,0.5,3,6.23
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-26 08:45:43,"Parrott-Phelan canal trap box","canal trap box",309,"Yes",11,NA,NA,3,6.23
"Continue trapping","Trap functioning normally","Processed fish",1.8,1.6,2440,2018-02-27 08:30:47,"Parrot-Phelan RST","PP RST",310,"Yes",11,NA,0.7,2,7.47
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-27 09:00:43,"Parrott-Phelan canal trap box","canal trap box",311,"Yes",11,NA,NA,2,7.47
"End trapping","Trap functioning normally","Processed fish",1.5,NA,2215,2018-02-28 09:00:47,"Parrot-Phelan RST","PP RST",312,"Yes",11,NA,0.5,3,7.67
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-02-28 09:30:43,"Parrott-Phelan canal trap box","canal trap box",313,"Yes",11,NA,NA,3,7.67
"Continue trapping","Trap functioning normally","Processed fish",2,2,2134,2016-01-05 09:30:47,"Parrot-Phelan RST","PP RST",314,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",4,4,725,2016-01-06 13:00:47,"Parrot-Phelan RST","PP RST",315,"Yes",11,NA,NA,7,NA
"End trapping","Not recorded","No fish were caught",NA,NA,NA,2016-01-07 08:00:47,"Parrot-Phelan RST","PP RST",316,"Yes",11,NA,NA,NA,NA
"Start trap & begin trapping","Trap functioning normally","Processed fish",2.7,2.7,3580,2016-01-08 09:00:47,"Parrot-Phelan RST","PP RST",317,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",1.8,1.8,1969,2016-01-09 07:55:47,"Parrot-Phelan RST","PP RST",318,"Yes",11,NA,NA,4,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,2155,2016-01-10 07:30:47,"Parrot-Phelan RST","PP RST",319,"Yes",11,NA,NA,7,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,1190,2016-01-11 09:00:47,"Parrot-Phelan RST","PP RST",320,"Yes",11,NA,NA,6,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-01 09:00:43,"Parrott-Phelan canal trap box","canal trap box",321,"Yes",11,NA,NA,5,15.6
"Start trap & begin trapping","Trap functioning normally","No fish were caught",3,3,NA,2018-03-02 08:30:47,"Parrot-Phelan RST","PP RST",322,"Yes",11,NA,0.5,3,13
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-02 08:45:43,"Parrott-Phelan canal trap box","canal trap box",323,"Yes",11,NA,NA,3,13
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.5,3123,2018-03-06 09:00:47,"Parrot-Phelan RST","PP RST",324,"Yes",11,NA,0.4,4,6.66
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-06 09:30:43,"Parrott-Phelan canal trap box","canal trap box",325,"Yes",11,NA,NA,4,6.66
"Continue trapping","Trap functioning normally","Processed fish",2.1,2.1,3227,2018-03-07 08:30:47,"Parrot-Phelan RST","PP RST",326,"Yes",11,NA,0.7,4,7.9
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-07 09:00:43,"Parrott-Phelan canal trap box","canal trap box",327,"Yes",11,NA,NA,4,7.9
"Continue trapping","Trap functioning normally","Processed fish",2.6,2.6,3621,2018-03-03 07:30:47,"Parrot-Phelan RST","PP RST",328,"Yes",11,NA,1,3,8.24
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.5,3575,2018-03-04 09:15:47,"Parrot-Phelan RST","PP RST",329,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",2.3,2.3,3065,2018-03-05 09:30:47,"Parrot-Phelan RST","PP RST",330,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-03 08:30:43,"Parrott-Phelan canal trap box","canal trap box",331,"Yes",11,NA,NA,3,8.24
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-04 09:30:43,"Parrott-Phelan canal trap box","canal trap box",332,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-05 09:00:43,"Parrott-Phelan canal trap box","canal trap box",333,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",2.6,2.6,3281,2018-03-08 08:30:47,"Parrot-Phelan RST","PP RST",334,"Yes",11,NA,0.6,7,9.96
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-08 09:00:43,"Parrott-Phelan canal trap box","canal trap box",335,"Yes",11,NA,NA,7,9.96
"Continue trapping","Trap functioning normally","Processed fish",NA,3,3849,2018-03-09 08:30:47,"Parrot-Phelan RST","PP RST",336,"Yes",11,NA,1,6,9.54
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-09 09:00:43,"Parrott-Phelan canal trap box","canal trap box",337,"Yes",11,NA,NA,6,9.54
"Continue trapping","Trap functioning normally","Processed fish",3,2.8,3695,2018-03-10 07:30:47,"Parrot-Phelan RST","PP RST",338,"Yes",11,NA,0.8,5,7.61
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-10 08:00:43,"Parrott-Phelan canal trap box","canal trap box",339,"Yes",11,NA,NA,5,7.61
"Continue trapping","Trap functioning normally","Processed fish",NA,2,3588,2018-03-11 08:30:47,"Parrot-Phelan RST","PP RST",340,"Yes",11,NA,0.3,4,4.92
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-11 08:30:43,"Parrott-Phelan canal trap box","canal trap box",341,"Yes",11,NA,NA,4,4.42
"End trapping","Trap functioning normally","Processed fish",3.7,NA,3827,2018-03-12 08:30:47,"Parrot-Phelan RST","PP RST",342,"Yes",11,NA,0.7,5,6.37
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-12 09:00:43,"Parrott-Phelan canal trap box","canal trap box",343,"Yes",11,NA,NA,5,6.37
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-13 08:30:43,"Parrott-Phelan canal trap box","canal trap box",344,"Yes",11,NA,NA,7,9.45
"End trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-14 08:30:43,"Parrott-Phelan canal trap box","canal trap box",345,"Yes",11,NA,NA,6,19.3
"Start trap & begin trapping","Trap not in service","N/A; not a sampling visit",NA,NA,NA,2018-03-18 09:30:43,"Parrott-Phelan canal trap box","canal trap box",346,"Yes",11,NA,NA,5,10.18
"Start trap & begin trapping","Trap not in service","N/A; not a sampling visit",NA,3.1,NA,2018-03-18 09:00:47,"Parrot-Phelan RST","PP RST",347,"Yes",11,NA,1.4,5,10.18
"Continue trapping","Trap functioning normally","Processed fish",NA,3.1,NA,2018-03-19 08:45:47,"Parrot-Phelan RST","PP RST",348,"Yes",11,NA,0.8,6,0.8
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-19 09:15:43,"Parrott-Phelan canal trap box","canal trap box",349,"Yes",11,NA,NA,6,7.47
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.5,3593,2018-03-20 09:00:47,"Parrot-Phelan RST","PP RST",350,"Yes",11,NA,0.5,6,6.48
"End trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-20 09:30:43,"Parrott-Phelan canal trap box","canal trap box",351,"Yes",11,NA,NA,6,6.48
"Continue trapping","Trap functioning normally","Processed fish",3.2,3.2,4240,2018-03-21 08:30:47,"Parrot-Phelan RST","PP RST",352,"Yes",11,NA,1.4,7,13.4
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,1874,2016-01-12 09:30:47,"Parrot-Phelan RST","PP RST",353,"Yes",11,NA,NA,5,NA
"Continue trapping","Trap functioning normally","Processed fish",1.3,1.3,1686,2016-01-13 08:00:47,"Parrot-Phelan RST","PP RST",354,"Yes",11,NA,NA,3,NA
"Continue trapping","Trap functioning normally","Processed fish",1.5,1.5,1783,2016-01-14 08:40:47,"Parrot-Phelan RST","PP RST",355,"Yes",11,NA,NA,5,NA
"End trapping","Trap not in service","No fish were caught",NA,NA,NA,2016-01-15 09:45:47,"Parrot-Phelan RST","PP RST",356,"Yes",11,NA,NA,5,NA
"Start trap & begin trapping","Trap functioning normally","N/A; not a sampling visit",0,2.5,NA,2016-01-21 08:00:47,"Parrot-Phelan RST","PP RST",357,"Yes",11,NA,NA,9,NA
"Continue trapping","Trap functioning normally","Processed fish",2.5,2.5,2427,2016-01-22 09:30:47,"Parrot-Phelan RST","PP RST",358,"Yes",11,NA,NA,9,NA
"End trapping","Trap not in service","No fish were caught",NA,NA,NA,2016-01-23 08:00:47,"Parrot-Phelan RST","PP RST",359,"Yes",11,NA,NA,NA,NA
"Start trap & begin trapping","Trap functioning normally","N/A; not a sampling visit",0,3,NA,2016-01-25 08:00:47,"Parrot-Phelan RST","PP RST",360,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",2,2,1750,2016-01-26 09:10:47,"Parrot-Phelan RST","PP RST",361,"Yes",11,NA,NA,7,NA
"Start trap & begin trapping","Trap not in service","N/A; not a sampling visit",NA,NA,NA,2018-03-26 09:00:43,"Parrott-Phelan canal trap box","canal trap box",362,"Yes",11,NA,NA,NA,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-27 08:30:43,"Parrott-Phelan canal trap box","canal trap box",363,"Yes",11,NA,NA,6,7.17
"Start trap & begin trapping","Trap not in service","N/A; not a sampling visit",NA,NA,NA,2018-03-28 09:00:47,"Parrot-Phelan RST","PP RST",364,"Yes",11,NA,NA,7,8.27
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-28 08:30:43,"Parrott-Phelan canal trap box","canal trap box",365,"Yes",11,NA,NA,7,8.27
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-29 09:00:43,"Parrott-Phelan canal trap box","canal trap box",366,"Yes",11,NA,NA,5,9.84
"Continue trapping","Trap functioning normally","Processed fish",4.3,4.3,5166,2018-03-29 08:30:47,"Parrot-Phelan RST","PP RST",367,"Yes",11,NA,0.5,5,9.84
"Continue trapping","Trap functioning normally","Processed fish",1.2,1.2,1572,2016-01-27 08:00:47,"Parrot-Phelan RST","PP RST",368,"Yes",11,NA,NA,7,NA
"Continue trapping","Trap functioning normally","Processed fish",0.6,0.6,1362,2016-01-28 09:00:47,"Parrot-Phelan RST","PP RST",369,"Yes",11,NA,NA,7,NA
"Continue trapping","Trap functioning normally","Processed fish",0.7,0.7,955,2016-01-29 08:30:47,"Parrot-Phelan RST","PP RST",370,"Yes",11,NA,NA,NA,NA
"Start trap & begin trapping","Trap functioning normally","No fish were caught",NA,NA,NA,2016-02-02 11:45:47,"Parrot-Phelan RST","PP RST",371,"Yes",11,NA,NA,7,NA
"Continue trapping","Trap functioning normally","Processed fish",0.5,0.5,1013,2016-02-03 09:00:47,"Parrot-Phelan RST","PP RST",372,"Yes",11,NA,NA,5,NA
"Unplanned restart","Trap functioning normally","Processed fish",0.7,0.7,691,2016-02-04 09:15:47,"Parrot-Phelan RST","PP RST",373,"Yes",11,NA,NA,7,NA
"Unplanned restart","Trap stopped functioning","No fish were caught",0,0,NA,2016-02-06 07:32:47,"Parrot-Phelan RST","PP RST",374,"Yes",11,NA,NA,2,NA
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-30 08:30:43,"Parrott-Phelan canal trap box","canal trap box",375,"Yes",11,NA,NA,8,11
"Continue trapping","Trap functioning but not normally","Processed fish",4.3,4.3,NA,2018-03-30 08:00:47,"Parrot-Phelan RST","PP RST",376,"Yes",11,NA,1,8,11
"Continue trapping","Trap functioning normally","Processed fish",NA,4.6,6051,2018-03-31 07:30:47,"Parrot-Phelan RST","PP RST",377,"Yes",11,NA,1.3,8,9
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-03-31 08:00:43,"Parrott-Phelan canal trap box","canal trap box",378,"Yes",11,NA,NA,8,9
"Continue trapping","Trap functioning normally","Processed fish",2.8,2.8,NA,2018-04-01 10:00:47,"Parrot-Phelan RST","PP RST",379,"Yes",11,NA,1.4,9,9.7
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-01 10:30:43,"Parrott-Phelan canal trap box","canal trap box",380,"Yes",11,NA,NA,9,9.73
"Continue trapping","Trap stopped functioning","Processed fish",0,3,NA,2018-04-02 08:00:47,"Parrot-Phelan RST","PP RST",381,"Yes",11,NA,2,8,8.11
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-02 08:30:43,"Parrott-Phelan canal trap box","canal trap box",382,"Yes",11,NA,NA,8,8.11
"Continue trapping","Trap functioning normally","Processed fish",4.6,4.6,NA,2018-04-03 08:15:47,"Parrot-Phelan RST","PP RST",383,"Yes",11,NA,0.9,8,10.47
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-03 08:30:43,"Parrott-Phelan canal trap box","canal trap box",384,"Yes",11,NA,NA,8,10.47
"Continue trapping","Trap functioning normally","Processed fish",4.4,4.4,6155,2018-04-04 08:30:47,"Parrot-Phelan RST","PP RST",385,"Yes",11,NA,0.9,9,8.69
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-04 09:00:43,"Parrott-Phelan canal trap box","canal trap box",386,"Yes",11,NA,0.9,9,8.69
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-05 08:30:43,"Parrott-Phelan canal trap box","canal trap box",387,"Yes",11,NA,NA,10,10.44
"Continue trapping","Trap functioning normally","Processed fish",4.4,4.4,5356,2018-04-05 09:00:47,"Parrot-Phelan RST","PP RST",388,"Yes",11,NA,0.2,10,10.44
"End trapping","Trap functioning normally","Processed fish",NA,5.3,5374,2018-04-06 08:15:47,"Parrot-Phelan RST","PP RST",389,"Yes",11,NA,1.4,8,10.4
"End trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-06 10:00:43,"Parrott-Phelan canal trap box","canal trap box",390,"Yes",11,NA,NA,8,10.4
"Start trap & begin trapping","Trap functioning normally","N/A; not a sampling visit",0,3.8,NA,2018-04-10 08:30:47,"Parrot-Phelan RST","PP RST",391,"Yes",11,NA,2.1,8,9.87
"Start trap & begin trapping","Trap functioning normally","N/A; not a sampling visit",NA,NA,NA,2018-04-10 08:00:43,"Parrott-Phelan canal trap box","canal trap box",392,"Yes",11,NA,NA,8,9.87
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-11 09:30:43,"Parrott-Phelan canal trap box","canal trap box",393,"Yes",11,NA,NA,10,12.1
"Continue trapping","Trap functioning normally","Processed fish",NA,5,5480,2018-04-11 09:00:47,"Parrot-Phelan RST","PP RST",394,"Yes",11,NA,1.1,10,12.1
"Continue trapping","Trap functioning normally","Processed fish",4.3,4.3,6623,2018-04-12 08:30:47,"Parrot-Phelan RST","PP RST",395,"Yes",11,NA,1.3,6,9.84
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-12 09:00:43,"Parrott-Phelan canal trap box","canal trap box",396,"Yes",11,NA,NA,6,9.84
"Continue trapping","Trap functioning normally","Processed fish",4.3,4.1,6375,2018-04-13 08:30:47,"Parrot-Phelan RST","PP RST",397,"Yes",11,NA,1.1,7,10.74
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-13 09:30:43,"Parrott-Phelan canal trap box","canal trap box",398,"Yes",11,NA,NA,7,10.74
"Continue trapping","Trap functioning normally","Processed fish",4.1,4,5075,2018-04-14 08:30:47,"Parrot-Phelan RST","PP RST",399,"Yes",11,NA,0.9,7,15.7
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-14 09:00:43,"Parrott-Phelan canal trap box","canal trap box",400,"Yes",11,NA,NA,7,15.7
"Continue trapping","Trap functioning normally","Processed fish",3.8,3.8,2380,2018-04-15 09:00:47,"Parrot-Phelan RST","PP RST",401,"Yes",11,NA,1.2,9,11.1
"Continue trapping","Trap functioning normally","Processed fish",4.3,4.3,5274,2018-04-16 08:30:47,"Parrot-Phelan RST","PP RST",402,"Yes",11,NA,0.4,7,10.83
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-15 09:30:43,"Parrott-Phelan canal trap box","canal trap box",403,"Yes",11,NA,NA,9,11.1
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-16 09:00:43,"Parrott-Phelan canal trap box","canal trap box",404,"Yes",11,NA,NA,7,10.83
"Continue trapping","Trap functioning normally","Processed fish",2.4,2.4,2416,2018-04-17 08:30:47,"Parrot-Phelan RST","PP RST",405,"Yes",11,NA,0.7,6,8.76
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-17 09:30:43,"Parrott-Phelan canal trap box","canal trap box",406,"Yes",11,NA,NA,6,8.76
"Continue trapping","Trap functioning normally","Processed fish",2.8,2.8,2623,2018-04-18 08:30:47,"Parrot-Phelan RST","PP RST",407,"Yes",11,NA,0.7,6,10.66
"Continue trapping","Trap functioning normally","Processed fish",NA,NA,NA,2018-04-18 09:00:43,"Parrott-Phelan canal trap box","canal trap box",408,"Yes",11,NA,NA,6,10.66
